调入
研报日期,预测调整月,证券名称
2025-11-17,202512,华电新能
2025-11-17,202512,胜宏科技
2025-11-17,202512,宁波港

调出
研报日期,预测调整月,证券名称
2025-11-17,202512,TCL中环
2025-11-17,202512,星宇股份
