调入
研报日期,预测调整月,证券名称
2025-11-17,202512,北汽蓝谷
2025-11-17,202512,电投能源
2025-11-17,202512,申能股份

调出
研报日期,预测调整月,证券名称
2025-11-17,202512,坤彩科技
2025-11-17,202512,禾迈股份
2025-11-17,202512,兴齐眼药
