调入
研报日期,预测调整月,证券名称
2020-05-15,202006,邮储银行
2020-05-15,202006,京沪高铁
2020-05-15,202006,中国广核
2020-05-15,202006,闻泰科技

调出
研报日期,预测调整月,证券名称
2020-05-15,202006,浙能电力
2020-05-15,202006,陆家嘴
2020-05-15,202006,鞍钢股份
2020-05-15,202006,碧水源
